,ABUNDANCE,GENUS_SPECIES,PLOT,YEAR
13527,3,Pollachius pollachius,37,2006
13541,9,Pollachius pollachius,37,2007
13555,1,Pollachius pollachius,37,1995
13556,1,Pollachius pollachius,37,1997
13557,1,Pollachius pollachius,37,2004
13558,2,Pollachius pollachius,37,2005
13565,2,Manetyngel unknown,37,2008
13623,3,Pomatoschistus minutus,37,1995
13624,3,Pomatoschistus minutus,37,1996
13625,3,Pomatoschistus minutus,37,1997
13626,3,Pomatoschistus minutus,37,1998
13627,3,Pomatoschistus minutus,37,1999
13628,3,Pomatoschistus minutus,37,2000
13629,3,Pomatoschistus minutus,37,2001
13630,3,Pomatoschistus minutus,37,2002
13631,3,Pomatoschistus minutus,37,2003
13632,3,Pomatoschistus minutus,37,2004
13633,3,Pomatoschistus minutus,37,2005
13634,3,Pomatoschistus minutus,37,2006
13635,3,Pomatoschistus minutus,37,2007
13636,3,Pomatoschistus minutus,37,2008
13664,1,Pollachius virens,37,2006
13666,2,Pollachius virens,37,1997
13668,4,Pollachius virens,37,1998
13669,4,Pollachius virens,37,2008
13672,10,Pollachius virens,37,1995
13673,14,Pollachius virens,37,2000
13679,2,Salmo trutta,37,2007
13686,4,Polioptila caerulea,37,2007
13687,4,Polioptila caerulea,37,2008
13690,2,Asteroidea,37,1996
13694,3,Asteroidea,37,2000
13715,2,Platichthys flesus,37,1999
13716,2,Platichthys flesus,37,2001
13728,1,Ophiuroidea,37,1996
13732,3,Ophiuroidea,37,1995
13734,1,Scophthalmus rhombus,37,1998
13735,1,Scophthalmus rhombus,37,2003
13737,1,Gasterosteidae,37,2002
13743,2,Gasterosteidae,37,1996
13744,2,Gasterosteidae,37,1998
13745,2,Gasterosteidae,37,2008
13755,3,Carcinus maenas,37,2002
13765,2,Palaemon adspersus,37,1995
13766,2,Palaemon adspersus,37,1999
13767,2,Palaemon adspersus,37,2000
13768,2,Palaemon adspersus,37,2001
13769,2,Palaemon adspersus,37,2004
13770,2,Palaemon adspersus,37,2007
13771,2,Palaemon adspersus,37,2008
13781,4,Palaemon adspersus,37,1997
13782,4,Palaemon adspersus,37,1998
13783,4,Palaemon adspersus,37,2005
13784,4,Palaemon adspersus,37,2006
13788,1,Trachurus trachurus,37,2002
13791,2,Trachurus trachurus,37,1997
13792,2,Trachurus trachurus,37,1999
13793,2,Trachurus trachurus,37,2004
13794,2,Trachurus trachurus,37,2008
13796,3,Trachurus trachurus,37,2003
13802,2,Gobiusculus flavescens,37,2004
13826,3,Gobiusculus flavescens,37,1996
13827,3,Gobiusculus flavescens,37,2005
13838,4,Gobiusculus flavescens,37,1998
13839,4,Gobiusculus flavescens,37,2007
13842,5,Gobiusculus flavescens,37,1997
13852,1,Sygnathus typhle,37,1999
13853,1,Sygnathus typhle,37,2003
13854,1,Sygnathus typhle,37,2005
13861,3,Sygnathus typhle,37,1997
13871,1,Spinachia spinachia,37,2005
13883,1,Gadus morhua,37,2001
13884,1,Gadus morhua,37,2003
13891,2,Gadus morhua,37,1997
13892,2,Gadus morhua,37,2004
13893,4,Gadus morhua,37,2008
13906,7,Gadus morhua,37,2005
13910,11,Gadus morhua,37,1998
13912,18,Gadus morhua,37,1996
13913,18,Gadus morhua,37,2006
13916,24,Gadus morhua,37,2007
13927,1,Solea solea,37,2001
14531,1,Anguilla anguilla,39,1998
14574,3,Ctenolabrus rupestris,39,1995
14575,3,Ctenolabrus rupestris,39,1997
14576,3,Ctenolabrus rupestris,39,1998
14577,3,Ctenolabrus rupestris,39,1999
14578,3,Ctenolabrus rupestris,39,2000
14579,3,Ctenolabrus rupestris,39,2001
14580,3,Ctenolabrus rupestris,39,2002
14581,3,Ctenolabrus rupestris,39,2003
14582,3,Ctenolabrus rupestris,39,2004
14583,3,Ctenolabrus rupestris,39,2006
14584,3,Ctenolabrus rupestris,39,2007
14585,3,Ctenolabrus rupestris,39,2008
14616,1,Labrus bergylta,39,1996
14617,1,Labrus bergylta,39,1998
14618,1,Labrus bergylta,39,2000
14619,1,Labrus bergylta,39,2008
14626,2,Labrus bergylta,39,1999
14627,2,Labrus bergylta,39,2001
14628,2,Labrus bergylta,39,2007
14644,1,Cyanea capillata,39,1998
14652,2,Cyanea capillata,39,2006
14668,6,Cyanea capillata,39,1995
14679,2,Sprattus sprattus,39,2003
14681,3,Sprattus sprattus,39,1995
14682,3,Sprattus sprattus,39,1997
14687,1,Callionymus lyra,39,2007
14694,3,Aurelia aurita,39,1995
14706,1,Symphodus melops,39,1997
14708,2,Symphodus melops,39,1996
14717,3,Symphodus melops,39,2002
14718,3,Symphodus melops,39,2003
14719,3,Symphodus melops,39,2007
14722,4,Symphodus melops,39,1999
14723,4,Symphodus melops,39,2000
14724,4,Symphodus melops,39,2001
14725,4,Symphodus melops,39,2004
14726,4,Symphodus melops,39,2008
14727,5,Symphodus melops,39,2006
14739,1,Entelurus aequoreus,39,2005
14754,1,Merlangius merlangus,39,2008
14762,2,Merlangius merlangus,39,1998
14763,2,Merlangius merlangus,39,1999
14768,3,Merlangius merlangus,39,2002
14772,4,Merlangius merlangus,39,1995
14773,4,Merlangius merlangus,39,1996
14774,4,Merlangius merlangus,39,2005
14776,5,Merlangius merlangus,39,2000
14780,6,Merlangius merlangus,39,1997
14781,6,Merlangius merlangus,39,2006
14782,7,Merlangius merlangus,39,2001
14796,22,Merlangius merlangus,39,2007
14799,34,Merlangius merlangus,39,2003
14811,1,Eutrigla gurnardus,39,2001
14812,1,Eutrigla gurnardus,39,2002
14822,3,Echinoidea,39,1996
14823,3,Echinoidea,39,1997
14824,3,Echinoidea,39,1998
14843,1,Pollachius pollachius,39,2001
14844,6,Pollachius pollachius,39,2008
14892,1,Pollachius pollachius,39,1996
14893,1,Pollachius pollachius,39,1997
14894,1,Pollachius pollachius,39,2007
14897,5,Pollachius pollachius,39,2000
14900,8,Pollachius pollachius,39,1995
14901,10,Pollachius pollachius,39,1999
14904,1,Scomber scombrus,39,2002
14905,1,Scomber scombrus,39,2007
14906,2,Scomber scombrus,39,2006
14908,2,Manetyngel unknown,39,2007
14910,3,Manetyngel unknown,39,2008
14975,3,Pomatoschistus minutus,39,1995
14976,3,Pomatoschistus minutus,39,1996
14977,3,Pomatoschistus minutus,39,1997
14978,3,Pomatoschistus minutus,39,1998
14979,3,Pomatoschistus minutus,39,1999
14980,3,Pomatoschistus minutus,39,2000
14981,3,Pomatoschistus minutus,39,2001
14982,3,Pomatoschistus minutus,39,2002
14983,3,Pomatoschistus minutus,39,2003
14984,3,Pomatoschistus minutus,39,2004
14985,3,Pomatoschistus minutus,39,2005
14986,3,Pomatoschistus minutus,39,2006
14987,3,Pomatoschistus minutus,39,2007
14988,3,Pomatoschistus minutus,39,2008
15012,1,Limanda limanda,39,1995
15013,1,Limanda limanda,39,1999
15014,1,Limanda limanda,39,2000
15022,1,Pollachius virens,39,1999
15024,3,Pollachius virens,39,2000
15027,4,Pollachius virens,39,1995
15032,2,Clupea harengus,39,2003
15034,1,Salmo trutta,39,1996
15035,1,Salmo trutta,39,2002
15036,1,Salmo trutta,39,2007
15038,2,Salmo trutta,39,2005
15039,8,Salmo trutta,39,2000
15042,2,Polioptila caerulea,39,2001
15048,1,Asteroidea,39,1995
15068,1,Platichthys flesus,39,1995
15069,1,Platichthys flesus,39,1999
15070,1,Platichthys flesus,39,2001
15077,2,Platichthys flesus,39,1996
15097,1,Gasterosteidae,39,2001
15098,1,Gasterosteidae,39,2002
15147,1,Carcinus maenas,39,1997
15148,2,Carcinus maenas,39,1995
15149,2,Carcinus maenas,39,2004
15158,3,Carcinus maenas,39,1996
15159,3,Carcinus maenas,39,1998
15180,2,Palaemon adspersus,39,1998
15181,2,Palaemon adspersus,39,2001
15182,2,Palaemon adspersus,39,2002
15183,2,Palaemon adspersus,39,2005
15205,3,Palaemon adspersus,39,1995
15209,4,Palaemon adspersus,39,2000
15224,1,Trisopterus minutus,39,2006
15235,1,Trachurus trachurus,39,1999
15236,1,Trachurus trachurus,39,2004
15237,1,Trachurus trachurus,39,2008
15242,2,Trachurus trachurus,39,2001
15243,2,Trachurus trachurus,39,2002
15248,4,Trachurus trachurus,39,2003
15249,4,Trachurus trachurus,39,2006
15250,5,Trachurus trachurus,39,1997
15256,2,Gobiusculus flavescens,39,1996
15257,2,Gobiusculus flavescens,39,2005
15288,3,Gobiusculus flavescens,39,1999
15296,4,Gobiusculus flavescens,39,2002
15297,4,Gobiusculus flavescens,39,2007
15310,1,Sygnathus typhle,39,2002
15311,1,Sygnathus typhle,39,2003
15312,1,Sygnathus typhle,39,2005
15338,3,Sygnathus typhle,39,2000
15340,1,Pholis gunnellus,39,2004
15352,1,Spinachia spinachia,39,1999
15353,1,Spinachia spinachia,39,2000
15356,2,Spinachia spinachia,39,1996
15357,2,Spinachia spinachia,39,2001
15358,2,Spinachia spinachia,39,2002
15386,1,Gadus morhua,39,1999
15387,1,Gadus morhua,39,2001
15388,1,Gadus morhua,39,2003
15392,2,Gadus morhua,39,2005
15393,2,Gadus morhua,39,2008
15401,3,Gadus morhua,39,1996
15402,3,Gadus morhua,39,2006
15410,4,Gadus morhua,39,1998
15413,5,Gadus morhua,39,2000
15432,30,Gadus morhua,39,2007
15441,1,Scorpaenidae,39,2004
19164,1,Anguilla anguilla,56,1995
19165,1,Anguilla anguilla,56,1998
19166,1,Anguilla anguilla,56,2001
19227,3,Ctenolabrus rupestris,56,1995
19228,3,Ctenolabrus rupestris,56,1996
19229,3,Ctenolabrus rupestris,56,1997
19230,3,Ctenolabrus rupestris,56,1998
19231,3,Ctenolabrus rupestris,56,1999
19232,3,Ctenolabrus rupestris,56,2000
19233,3,Ctenolabrus rupestris,56,2001
19234,3,Ctenolabrus rupestris,56,2002
19235,3,Ctenolabrus rupestris,56,2003
19236,3,Ctenolabrus rupestris,56,2004
19237,3,Ctenolabrus rupestris,56,2005
19238,3,Ctenolabrus rupestris,56,2006
19239,3,Ctenolabrus rupestris,56,2007
19240,3,Ctenolabrus rupestris,56,2008
19263,1,Cyanea capillata,56,1996
19264,1,Cyanea capillata,56,2002
19265,1,Cyanea capillata,56,2003
19269,2,Cyanea capillata,56,2008
19272,3,Cyanea capillata,56,1999
19273,3,Cyanea capillata,56,2000
19280,5,Cyanea capillata,56,1997
19283,6,Cyanea capillata,56,2006
19287,7,Cyanea capillata,56,1998
19315,39,Cyanea capillata,56,1995
19333,1,Sprattus sprattus,56,1997
19336,1,Callionymus lyra,56,2007
19337,1,Callionymus lyra,56,2008
19352,4,Aurelia aurita,56,1995
19353,4,Aurelia aurita,56,1996
19367,1,Symphodus melops,56,1996
19369,2,Symphodus melops,56,1998
19380,3,Symphodus melops,56,1995
19381,3,Symphodus melops,56,2005
19382,3,Symphodus melops,56,2007
19387,4,Symphodus melops,56,2001
19388,4,Symphodus melops,56,2002
19389,4,Symphodus melops,56,2004
19394,5,Symphodus melops,56,1997
19395,5,Symphodus melops,56,1999
19396,5,Symphodus melops,56,2000
19397,5,Symphodus melops,56,2003
19398,5,Symphodus melops,56,2006
19399,5,Symphodus melops,56,2008
19413,1,Merlangius merlangus,56,2007
19420,2,Merlangius merlangus,56,1999
19421,2,Merlangius merlangus,56,2008
19433,6,Merlangius merlangus,56,1995
19436,7,Merlangius merlangus,56,1998
19437,7,Merlangius merlangus,56,2002
19445,8,Merlangius merlangus,56,2005
19449,9,Merlangius merlangus,56,2000
19463,15,Merlangius merlangus,56,2003
19465,19,Merlangius merlangus,56,1996
19472,24,Merlangius merlangus,56,2006
19474,26,Merlangius merlangus,56,1997
19481,56,Merlangius merlangus,56,2001
19489,274,Merlangius merlangus,56,2004
19498,1,Eutrigla gurnardus,56,2000
19499,1,Eutrigla gurnardus,56,2002
19500,1,Eutrigla gurnardus,56,2008
19504,2,Eutrigla gurnardus,56,2004
19506,3,Eutrigla gurnardus,56,2001
19507,1,Echinoidea,56,2003
19508,2,Echinoidea,56,2004
19511,2,Crystallogobius linearis,56,2000
19512,2,Crystallogobius linearis,56,2004
19517,4,Crystallogobius linearis,56,2005
19518,4,Crystallogobius linearis,56,2006
19533,2,Pollachius pollachius,56,1998
19575,1,Pollachius pollachius,56,1995
19578,2,Manetyngel unknown,56,2007
19581,4,Manetyngel unknown,56,2008
19592,2,Pleuronectes platessa,56,2000
19636,3,Pomatoschistus minutus,56,1995
19637,3,Pomatoschistus minutus,56,1996
19638,3,Pomatoschistus minutus,56,1997
19639,3,Pomatoschistus minutus,56,1998
19640,3,Pomatoschistus minutus,56,1999
19641,3,Pomatoschistus minutus,56,2000
19642,3,Pomatoschistus minutus,56,2001
19643,3,Pomatoschistus minutus,56,2002
19644,3,Pomatoschistus minutus,56,2003
19645,3,Pomatoschistus minutus,56,2004
19646,3,Pomatoschistus minutus,56,2005
19647,3,Pomatoschistus minutus,56,2006
19648,3,Pomatoschistus minutus,56,2007
19649,3,Pomatoschistus minutus,56,2008
19682,1,Salmo trutta,56,2005
19684,2,Salmo trutta,56,2007
19685,2,Polioptila caerulea,56,2000
19686,2,Polioptila caerulea,56,2003
19689,2,Asteroidea,56,2003
19690,2,Asteroidea,56,2006
19696,4,Asteroidea,56,1995
19701,1,Platichthys flesus,56,1999
19702,1,Platichthys flesus,56,2000
19703,1,Platichthys flesus,56,2002
19704,1,Platichthys flesus,56,2008
19708,2,Platichthys flesus,56,2001
19712,1,Scophthalmus rhombus,56,1996
19713,1,Scophthalmus rhombus,56,2008
19715,1,Gasterosteidae,56,1999
19716,1,Gasterosteidae,56,2003
19717,1,Gasterosteidae,56,2004
19718,1,Gasterosteidae,56,2008
19721,2,Gasterosteidae,56,1996
19722,2,Gasterosteidae,56,1997
19723,2,Gasterosteidae,56,2002
19742,1,Carcinus maenas,56,1996
19743,1,Carcinus maenas,56,1998
19744,1,Carcinus maenas,56,2000
19746,2,Carcinus maenas,56,2002
19747,2,Carcinus maenas,56,2003
19756,3,Carcinus maenas,56,1995
19757,3,Carcinus maenas,56,2004
19758,3,Carcinus maenas,56,2006
19759,3,Carcinus maenas,56,2007
19760,3,Carcinus maenas,56,2008
19774,2,Palaemon adspersus,56,1996
19775,2,Palaemon adspersus,56,2001
19776,2,Palaemon adspersus,56,2003
19777,2,Palaemon adspersus,56,2004
19778,2,Palaemon adspersus,56,2005
19779,2,Palaemon adspersus,56,2006
19780,2,Palaemon adspersus,56,2007
19806,3,Palaemon adspersus,56,1995
19807,3,Palaemon adspersus,56,2000
19808,3,Palaemon adspersus,56,2002
19811,4,Palaemon adspersus,56,1998
19812,4,Palaemon adspersus,56,1999
19813,5,Palaemon adspersus,56,1997
19841,1,Trachurus trachurus,56,2003
19844,2,Trachurus trachurus,56,2001
19845,2,Trachurus trachurus,56,2008
19850,2,Gobiusculus flavescens,56,2000
19851,2,Gobiusculus flavescens,56,2004
19852,2,Gobiusculus flavescens,56,2007
19886,3,Gobiusculus flavescens,56,1997
19887,3,Gobiusculus flavescens,56,1999
19901,4,Gobiusculus flavescens,56,2001
19902,4,Gobiusculus flavescens,56,2005
19914,1,Sygnathus typhle,56,2001
19915,1,Sygnathus typhle,56,2003
19935,1,Pholis gunnellus,56,1999
19953,1,Spinachia spinachia,56,1996
19954,1,Spinachia spinachia,56,1997
19955,1,Spinachia spinachia,56,2000
19956,1,Spinachia spinachia,56,2003
19957,1,Spinachia spinachia,56,2005
19958,1,Spinachia spinachia,56,2006
19961,2,Spinachia spinachia,56,1999
19988,3,Spinachia spinachia,56,2001
19994,4,Gadus morhua,56,2004
19998,4,Gadus morhua,56,2006
20001,6,Gadus morhua,56,2002
20010,8,Gadus morhua,56,2007
20011,8,Gadus morhua,56,2008
20029,19,Gadus morhua,56,2000
20034,24,Gadus morhua,56,2005
20037,25,Gadus morhua,56,1995
20038,28,Gadus morhua,56,1999
20046,33,Gadus morhua,56,2003
20052,40,Gadus morhua,56,1997
20058,50,Gadus morhua,56,2001
20071,111,Gadus morhua,56,1998
20077,154,Gadus morhua,56,1996
20102,1,Scorpaenidae,56,1995
20103,1,Scorpaenidae,56,1996
20104,1,Scorpaenidae,56,1998
20105,1,Scorpaenidae,56,2004
20106,1,Scorpaenidae,56,2005
20120,3,Scorpaenidae,56,1997
20127,1,Anguilla anguilla,57,1996
20128,1,Anguilla anguilla,57,1997
20188,3,Ctenolabrus rupestris,57,1995
20189,3,Ctenolabrus rupestris,57,1996
20190,3,Ctenolabrus rupestris,57,1997
20191,3,Ctenolabrus rupestris,57,1998
20192,3,Ctenolabrus rupestris,57,1999
20193,3,Ctenolabrus rupestris,57,2000
20194,3,Ctenolabrus rupestris,57,2001
20195,3,Ctenolabrus rupestris,57,2002
20196,3,Ctenolabrus rupestris,57,2003
20197,3,Ctenolabrus rupestris,57,2004
20198,3,Ctenolabrus rupestris,57,2006
20199,3,Ctenolabrus rupestris,57,2007
20200,3,Ctenolabrus rupestris,57,2008
20224,1,Cyanea capillata,57,1998
20225,1,Cyanea capillata,57,2003
20226,1,Cyanea capillata,57,2008
20228,2,Cyanea capillata,57,1999
20231,3,Cyanea capillata,57,2006
20238,6,Cyanea capillata,57,1997
20265,62,Cyanea capillata,57,1995
20277,1,Hippoglossoides platessoides,57,2005
20291,4,Aurelia aurita,57,1995
20293,5,Aurelia aurita,57,1996
20318,3,Symphodus melops,57,1996
20319,3,Symphodus melops,57,2008
20323,4,Symphodus melops,57,1997
20324,4,Symphodus melops,57,2001
20325,4,Symphodus melops,57,2005
20326,4,Symphodus melops,57,2007
20331,5,Symphodus melops,57,1999
20332,5,Symphodus melops,57,2000
20333,5,Symphodus melops,57,2002
20334,5,Symphodus melops,57,2003
20335,5,Symphodus melops,57,2004
20336,5,Symphodus melops,57,2006
20344,1,Entelurus aequoreus,57,2008
20352,1,Merlangius merlangus,57,1998
20353,1,Merlangius merlangus,57,2007
20354,1,Merlangius merlangus,57,2008
20361,2,Merlangius merlangus,57,1997
20370,4,Merlangius merlangus,57,2004
20398,22,Merlangius merlangus,57,2001
20419,1,Eutrigla gurnardus,57,2005
20420,2,Eutrigla gurnardus,57,2000
20426,3,Echinoidea,57,2002
20427,2,Crystallogobius linearis,57,2000
20428,2,Crystallogobius linearis,57,2004
20433,3,Crystallogobius linearis,57,2008
20448,1,Pollachius pollachius,57,2003
20499,2,Manetyngel unknown,57,2007
20503,3,Manetyngel unknown,57,2008
20507,1,Hyas coarctatus,57,1996
20509,1,Pleuronectes platessa,57,1996
20558,3,Pomatoschistus minutus,57,1996
20559,3,Pomatoschistus minutus,57,1997
20560,3,Pomatoschistus minutus,57,1998
20561,3,Pomatoschistus minutus,57,1999
20562,3,Pomatoschistus minutus,57,2000
20563,3,Pomatoschistus minutus,57,2001
20564,3,Pomatoschistus minutus,57,2002
20565,3,Pomatoschistus minutus,57,2003
20566,3,Pomatoschistus minutus,57,2004
20567,3,Pomatoschistus minutus,57,2005
20568,3,Pomatoschistus minutus,57,2006
20569,3,Pomatoschistus minutus,57,2007
20570,3,Pomatoschistus minutus,57,2008
20579,1,Limanda limanda,57,1996
20587,1,Pollachius virens,57,1995
20597,2,Clupea harengus,57,2001
20598,2,Clupea harengus,57,2007
20600,1,Salmo trutta,57,1997
20603,2,Polioptila caerulea,57,2000
20608,2,Asteroidea,57,2001
20609,2,Asteroidea,57,2003
20613,3,Asteroidea,57,2002
20619,2,Platichthys flesus,57,2004
20623,1,Scophthalmus rhombus,57,1999
20630,2,Gasterosteidae,57,1996
20631,2,Gasterosteidae,57,2004
20632,2,Gasterosteidae,57,2008
20650,1,Carcinus maenas,57,1998
20651,1,Carcinus maenas,57,2003
20652,1,Carcinus maenas,57,2004
20653,1,Carcinus maenas,57,2007
20654,1,Carcinus maenas,57,2008
20657,2,Carcinus maenas,57,2001
20658,2,Carcinus maenas,57,2002
20668,3,Carcinus maenas,57,1997
20683,2,Palaemon adspersus,57,1995
20684,2,Palaemon adspersus,57,1996
20685,2,Palaemon adspersus,57,2001
20686,2,Palaemon adspersus,57,2003
20687,2,Palaemon adspersus,57,2004
20688,2,Palaemon adspersus,57,2005
20689,2,Palaemon adspersus,57,2006
20690,2,Palaemon adspersus,57,2007
20706,3,Palaemon adspersus,57,1999
20707,3,Palaemon adspersus,57,2000
20708,3,Palaemon adspersus,57,2002
20711,4,Palaemon adspersus,57,1998
20713,5,Palaemon adspersus,57,1997
20738,2,Trachurus trachurus,57,1995
20739,2,Trachurus trachurus,57,2003
20740,3,Trachurus trachurus,57,2001
20741,3,Trachurus trachurus,57,2007
20749,2,Gobiusculus flavescens,57,2000
20750,2,Gobiusculus flavescens,57,2004
20751,2,Gobiusculus flavescens,57,2007
20752,2,Gobiusculus flavescens,57,2008
20783,3,Gobiusculus flavescens,57,1997
20784,3,Gobiusculus flavescens,57,2003
20785,3,Gobiusculus flavescens,57,2005
20799,1,Sygnathus typhle,57,1995
20835,1,Spinachia spinachia,57,2006
20836,2,Spinachia spinachia,57,2001
20862,1,Gadus morhua,57,1995
20866,2,Gadus morhua,57,1997
20867,2,Gadus morhua,57,2005
20868,2,Gadus morhua,57,2007
20881,4,Gadus morhua,57,1999
20886,5,Gadus morhua,57,1996
20893,7,Gadus morhua,57,2001
20894,7,Gadus morhua,57,2004
20895,8,Gadus morhua,57,2000
20905,16,Gadus morhua,57,1998
20935,1,Solea solea,57,2000
20944,1,Scorpaenidae,57,1996
20945,1,Scorpaenidae,57,1997
21421,1,Zoarces viviparus,60,1996
21422,1,Zoarces viviparus,60,1997
21424,3,Ctenolabrus rupestris,60,1995
21425,3,Ctenolabrus rupestris,60,1996
21426,3,Ctenolabrus rupestris,60,1997
21427,3,Ctenolabrus rupestris,60,1998
21428,3,Ctenolabrus rupestris,60,1999
21429,3,Ctenolabrus rupestris,60,2000
21430,3,Ctenolabrus rupestris,60,2001
21431,3,Ctenolabrus rupestris,60,2002
21432,3,Ctenolabrus rupestris,60,2003
21433,3,Ctenolabrus rupestris,60,2004
21434,3,Ctenolabrus rupestris,60,2005
21435,3,Ctenolabrus rupestris,60,2006
21436,3,Ctenolabrus rupestris,60,2007
21437,3,Ctenolabrus rupestris,60,2008
21445,1,Labrus bergylta,60,2002
21446,1,Labrus bergylta,60,2004
21447,1,Labrus bergylta,60,2005
21448,1,Labrus bergylta,60,2006
21449,1,Labrus bergylta,60,2008
21452,2,Labrus bergylta,60,1996
21453,2,Labrus bergylta,60,2000
21454,2,Labrus bergylta,60,2001
21456,3,Labrus bergylta,60,1999
21461,21,Cyanea capillata,60,2003
21462,2,Sprattus sprattus,60,1997
21463,1,Centrolabrus exoletus,60,1998
21464,1,Centrolabrus exoletus,60,1999
21466,3,Centrolabrus exoletus,60,1995
21467,3,Centrolabrus exoletus,60,2002
21468,3,Centrolabrus exoletus,60,2003
21470,1,Symphodus melops,60,1996
21471,1,Symphodus melops,60,1998
21474,3,Symphodus melops,60,1995
21475,3,Symphodus melops,60,2005
21476,3,Symphodus melops,60,2007
21477,3,Symphodus melops,60,2008
21479,4,Symphodus melops,60,2000
21481,5,Symphodus melops,60,1997
21482,5,Symphodus melops,60,1999
21483,5,Symphodus melops,60,2001
21484,5,Symphodus melops,60,2002
21485,5,Symphodus melops,60,2003
21486,5,Symphodus melops,60,2004
21487,5,Symphodus melops,60,2006
21491,1,Merlangius merlangus,60,2000
21492,1,Merlangius merlangus,60,2001
21493,1,Merlangius merlangus,60,2002
21494,1,Merlangius merlangus,60,2005
21496,2,Merlangius merlangus,60,1995
21499,3,Merlangius merlangus,60,2003
21500,9,Merlangius merlangus,60,2004
21501,10,Merlangius merlangus,60,1998
21502,13,Merlangius merlangus,60,2006
21503,30,Merlangius merlangus,60,1997
21504,2,Crystallogobius linearis,60,2008
21506,1,Pollachius pollachius,60,2001
21507,1,Pollachius pollachius,60,2002
21508,1,Pollachius pollachius,60,2003
21510,2,Pollachius pollachius,60,2004
21511,4,Pollachius pollachius,60,2008
21516,6,Pollachius pollachius,60,1996
21517,6,Pollachius pollachius,60,1998
21518,7,Pollachius pollachius,60,2007
